drift,rotation_index,window,policy,mean_mse,seed_standard_error,independent_seeds
0.03,1,transition,native_i17,1.3632927901819423,0.1432669925133736,32
0.03,1,transition,native_cp,1.3433774547387558,0.14118749272853723,32
0.03,1,late,raw,4.992916351751697,0.020172084980202263,32
0.03,1,late,ema_q0p9,0.3382801750855305,0.0023828350953050926,32
0.03,1,late,ema_q0p99,8.862637406529913,0.015107701067895411,32
0.03,1,late,ema_q0p999,709.9772297338613,1.013760078319452,32
0.03,1,late,ema_optimal_oracle,0.32920138571048874,0.0024196001089726174,32
0.03,1,late,scalar_k0,8.862637406529913,0.015107701067895404,32
0.03,1,late,scalar_k0p5,2.7825505119414613,0.008352789073283035,32
0.03,1,late,scalar_k0p9,0.6115857395877756,0.0033571507953037206,32
0.03,1,late,scalar_k1,0.33828017508553077,0.002382835095305131,32
0.03,1,late,oracle_useful,0.14715810094075873,0.0015921857341714865,32
0.03,1,late,oracle_nuisance,9.053759480674685,0.014906589069318727,32
0.03,1,late,native_i17,0.18560320527975027,0.002514117775145732,32
0.03,1,late,native_cp,0.17826593538365576,0.002454496778399141,32
